keyphrase	dispersion	cuewords	tfidf	localspan	cscore	keyword
elds that utilize	0.0000000000	0.0	0.0	0.0	1.58496250072	False
utilize this iterative	0.0000000000	0.0	0.0	0.0	1.58496250072	False
present a simple	0.0000000000	0.0	0.0	0.0	1.58496250072	False
uential iterative approach	0.0000000000	0.0	0.0	0.0	1.58496250072	False
hits search algorithm	0.0000000000	0.0	0.0	0.0	1.58496250072	False
search algorithm introduced	0.0000000000	0.0	0.0	0.0	1.58496250072	False
introduced by kleinberg	0.0000000000	0.0	0.0	0.0	1.58496250072	False
web search results	0.0000000000	0.0	0.0	0.0	1.58496250072	False
two different categories	0.0000000000	0.0	0.0	0.0	1.58496250072	False
sources of information	0.0000000000	0.0	0.0	0.0	1.58496250072	False
high-quality hubs kleinberg	0.0000000000	0.0	0.0	0.0	1.58496250072	False
hubs kleinberg proposed	0.0000000000	0.0	0.0	0.0	1.58496250072	False
proposed an iterative	0.0000000000	0.0	0.0	0.0	1.58496250072	False
algorithm for computing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
computing a hub	0.0000000000	0.0	0.0	0.0	1.58496250072	False
hub and authority	0.0000000000	0.0	0.0	4.99721189591	4.75488750216	False
simply the sum	0.0000000000	0.0	0.0	0.0	1.58496250072	False
nodes that point	0.0000000000	0.0	0.0	0.0	1.58496250072	False
point to node	0.0000000000	0.0	0.0	0.0	1.58496250072	False
score of node	0.0000000000	0.0	0.0	0.0	1.58496250072	False
node n points	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lzager @ mit.edu	0.0000000000	0.0	0.0	0.0	1.58496250072	False
initial values chosen	0.0000000000	0.0	0.0	0.0	1.58496250072	False
algorithms also utilize	0.0000000000	0.0	0.0	0.0	1.58496250072	False
utilize the idea	0.0000000000	0.0	0.0	0.0	1.58496250072	False
recursively computing node	0.0000000000	0.0	0.0	0.0	1.58496250072	False
computing node similarity	0.0000000000	0.0	0.0	0.0	1.58496250072	False
node similarity scores	0.0000000000	0.0	0.0	1.99721189591	4.75488750216	False
similarity scores based	0.0000000000	0.0	0.0	0.0	1.58496250072	False
scores of neighboring	0.0000000000	0.0	0.0	0.0	1.58496250072	False
ooding algorithm proposed	0.0000000000	0.0	0.0	0.0	1.58496250072	False
proposed by melnik	0.0000000000	0.0	0.0	0.0	1.58496250072	False
simrank algorithm proposed	0.0000000000	0.0	0.0	0.0	1.58496250072	False
proposed by jeh	0.0000000000	0.0	0.0	0.0	1.58496250072	False
jeh and widom	0.0000000000	0.0	0.0	0.0	1.58496250072	False
method for phylogenetic	0.0000000000	0.0	0.0	0.0	1.58496250072	False
phylogenetic tree construction	0.0000000000	0.0	0.0	0.0	1.58496250072	False
tree construction proposed	0.0000000000	0.0	0.0	0.0	1.58496250072	False
proposed by heymans	0.0000000000	0.0	0.0	0.0	1.58496250072	False
heymans and singh	0.0000000000	0.0	0.0	0.0	1.58496250072	False
vertex similarity method	0.0000000000	0.0	0.0	0.0	1.58496250072	False
method of leicht	0.0000000000	0.0	0.0	0.0	1.58496250072	False
depicted in fig	0.0000000000	0.0	0.0	0.0	1.58496250072	False
equation to construct	0.0000000000	0.0	0.0	0.0	1.58496250072	False
construct a similarity	0.0000000000	0.0	0.0	0.0	1.58496250072	False
two graphs blondel	0.0000000000	0.0	0.0	0.0	1.58496250072	False
denote the similarity	0.0000000000	0.0	0.0	0.0	1.58496250072	False
similarity of node	0.0000000000	0.0	0.0	0.0	1.58496250072	False
initial conditions blondel	0.0000000000	0.0	0.0	0.0	1.58496250072	False
choose to initialize	0.0000000000	0.0	0.0	0.0	1.58496250072	False
explore the application	0.0000000000	0.0	0.0	0.0	1.58496250072	False
measure to graph	0.0000000000	0.0	0.0	0.0	1.58496250072	False
iterative method framework	0.0000000000	0.0	0.0	0.0	1.58496250072	False
two graph elements	0.0000000000	0.0	0.0	0.0	1.58496250072	False
elements are similar	0.0000000000	0.0	0.0	0.0	1.58496250072	False
neighborhoods are similar	0.0000000000	0.0	0.0	0.0	1.58496250072	False
suggest one simple	0.0000000000	0.0	0.0	0.0	1.58496250072	False
construct an edge	0.0000000000	0.0	0.0	0.0	1.58496250072	False
source and terminal	0.0000000000	0.0	0.0	0.0	1.58496250072	False
nodes are similar	0.0000000000	0.0	0.0	0.0	1.58496250072	False
nition of edge	0.0000000000	0.0	0.0	0.0	1.58496250072	False
edge similarity introduces	0.0000000000	0.0	0.0	0.0	1.58496250072	False
introduces a coupling	0.0000000000	0.0	0.0	0.0	1.58496250072	False
coupling between edge	0.0000000000	0.0	0.0	0.0	1.58496250072	False
edge and node	0.0000000000	0.0	0.0	0.0	3.16992500144	False
denote the source	0.0000000000	0.0	0.0	0.0	1.58496250072	False
node of edge	0.0000000000	0.0	0.0	0.0	3.16992500144	False
denote the terminal	0.0000000000	0.0	0.0	0.0	1.58496250072	False
node set cardinality	0.0000000000	0.0	0.0	0.0	1.58496250072	False
edge set cardinality	0.0000000000	0.0	0.0	0.0	1.58496250072	False
convenient to represent	0.0000000000	0.0	0.0	0.0	1.58496250072	False
represent the adjacency	0.0000000000	0.0	0.0	0.0	1.58496250072	False
denote the node	0.0000000000	0.0	0.0	0.0	1.58496250072	False
node similarity score	0.0000000000	0.0	0.0	1.99628252788	6.33985000288	False
score between node	0.0000000000	0.0	0.0	0.0	1.58496250072	False
ypq the edge	0.0000000000	0.0	0.0	0.0	1.58496250072	False
out-degree of node	0.0000000000	0.0	0.0	0.0	1.58496250072	False
equation for edge	0.0000000000	0.0	0.0	0.0	1.58496250072	False
node scores takes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
assembled into matrices	0.0000000000	0.0	0.0	0.0	1.58496250072	False
construction of source	0.0000000000	0.0	0.0	0.0	1.58496250072	False
update process represented	0.0000000000	0.0	0.0	0.0	1.58496250072	False
represented in eqs	0.0000000000	0.0	0.0	0.0	1.58496250072	False
introduce the vec	0.0000000000	0.0	0.0	0.0	1.58496250072	False
operator on matrices	0.0000000000	0.0	0.0	0.0	1.58496250072	False
stacks the columns	0.0000000000	0.0	0.0	0.0	1.58496250072	False
denotes the kronecker	0.0000000000	0.0	0.0	0.0	1.58496250072	False
product of matrices	0.0000000000	0.0	0.0	0.0	1.58496250072	False
determining the score	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matrix iteration problem	0.0000000000	0.0	0.0	0.0	1.58496250072	False
iteration problem concatenating	0.0000000000	0.0	0.0	0.0	1.58496250072	False
concatenating these vectors	0.0000000000	0.0	0.0	0.0	1.58496250072	False
yields a single	0.0000000000	0.0	0.0	0.0	1.58496250072	False
single matrix update	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matrix update equation	0.0000000000	0.0	0.0	0.0	1.58496250072	False
graph similarity measure	0.0000000000	0.0	0.0	0.0	3.16992500144	False
condition x0 chosen	0.0000000000	0.0	0.0	0.0	1.58496250072	False
nonnegative similarity scores	0.0000000000	0.0	0.0	0.0	3.16992500144	False
pair of nodes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
pair of edges	0.0000000000	0.0	0.0	0.0	1.58496250072	False
presented as theorem	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matrix with perron	0.0000000000	0.0	0.0	0.0	1.58496250072	False
componentwise positive vector	0.0000000000	0.0	0.0	0.0	1.58496250072	False
sequence bk converges	0.0000000000	0.0	0.0	0.0	1.58496250072	False
apply this theorem	0.0000000000	0.0	0.0	0.0	1.58496250072	False
expand the matrix	0.0000000000	0.0	0.0	0.0	1.58496250072	False
applying the requirement	0.0000000000	0.0	0.0	0.0	1.58496250072	False
graphs of fig	0.0000000000	0.0	0.0	0.0	1.58496250072	False
two directed graphs	0.0000000000	0.0	0.0	0.0	1.58496250072	False
discussed in section	0.0000000000	0.0	0.0	0.0	1.58496250072	False
higher scores denote	0.0000000000	0.0	0.0	0.0	1.58496250072	False
scores denote greater	0.0000000000	0.0	0.0	0.0	1.58496250072	False
denote greater similarity	0.0000000000	0.0	0.0	0.0	1.58496250072	False
symmetric and non-negative	0.0000000000	0.0	0.0	0.0	1.58496250072	False
presented in theorem	0.0000000000	0.0	0.0	0.0	1.58496250072	False
expressions are equal	0.0000000000	0.0	0.0	0.0	1.58496250072	False
information about node	0.0000000000	0.0	0.0	0.0	1.58496250072	False
initial condition constraint	0.0000000000	0.0	0.0	0.0	1.58496250072	False
constraint is satis	0.0000000000	0.0	0.0	0.0	1.58496250072	False
pair of graphs	0.0000000000	0.0	0.0	0.0	1.58496250072	False
graphs in fig	0.0000000000	0.0	0.0	0.0	1.58496250072	False
presented in table	0.0000000000	0.0	0.0	0.0	1.58496250072	False
update of node	0.0000000000	0.0	0.0	0.0	1.58496250072	False
cult to show	0.0000000000	0.0	0.0	0.0	1.58496250072	False
proof of theorem	0.0000000000	0.0	0.0	0.0	1.58496250072	False
simultaneous and sequential	0.0000000000	0.0	0.0	0.0	1.58496250072	False
sequential update procedures	0.0000000000	0.0	0.0	0.0	1.58496250072	False
procedures all yield	0.0000000000	0.0	0.0	0.0	1.58496250072	False
set of similarity	0.0000000000	0.0	0.0	0.0	1.58496250072	False
iterations and expand	0.0000000000	0.0	0.0	0.0	1.58496250072	False
expand the expression	0.0000000000	0.0	0.0	0.0	1.58496250072	False
node similarity update	0.0000000000	0.0	0.0	0.0	1.58496250072	False
dbs + dat	0.0000000000	0.0	0.0	0.0	1.58496250072	False
das and dat	0.0000000000	0.0	0.0	0.0	1.58496250072	False
ned in section	0.0000000000	0.0	0.0	0.0	1.58496250072	False
suggested by blondel	0.0000000000	0.0	0.0	0.0	1.58496250072	False
node adjacency matrices	0.0000000000	0.0	0.0	0.0	1.58496250072	False
coupled node calculation	0.0000000000	0.0	0.0	0.0	1.58496250072	False
node calculation differs	0.0000000000	0.0	0.0	0.0	1.58496250072	False
inclusion of additional	0.0000000000	0.0	0.0	0.0	1.58496250072	False
additional diagonal terms	0.0000000000	0.0	0.0	0.0	1.58496250072	False
terms that serve	0.0000000000	0.0	0.0	0.0	1.58496250072	False
serve to amplify	0.0000000000	0.0	0.0	0.0	1.58496250072	False
amplify the scores	0.0000000000	0.0	0.0	0.0	1.58496250072	False
scores of nodes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matching one common	0.0000000000	0.0	0.0	0.0	1.58496250072	False
task in graph	0.0000000000	0.0	0.0	0.0	1.58496250072	False
graph theory applications	0.0000000000	0.0	0.0	0.0	1.58496250072	False
kind of optimal	0.0000000000	0.0	0.0	0.0	1.58496250072	False
nodes and edges	0.0000000000	0.0	0.0	0.0	3.16992500144	False
two graphs graph	0.0000000000	0.0	0.0	0.0	1.58496250072	False
graphs graph matching	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matching has received	0.0000000000	0.0	0.0	0.0	1.58496250072	False
received an enormous	0.0000000000	0.0	0.0	0.0	1.58496250072	False
amount of academic	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matching and data	0.0000000000	0.0	0.0	0.0	1.58496250072	False
data mining communities	0.0000000000	0.0	0.0	0.0	1.58496250072	False
cient methods exist	0.0000000000	0.0	0.0	0.0	1.58496250072	False
classes of graphs	0.0000000000	0.0	0.0	0.0	1.58496250072	False
elements and set	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matched to element	0.0000000000	0.0	0.0	0.0	1.58496250072	False
common optimality criteria	0.0000000000	0.0	0.0	0.0	1.58496250072	False
found in polynomial	0.0000000000	0.0	0.0	0.0	1.58496250072	False
authors have obtained	0.0000000000	0.0	0.0	0.0	1.58496250072	False
nding a matrix	0.0000000000	0.0	0.0	0.0	1.58496250072	False
properties and minimizes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
solves this problem	0.0000000000	0.0	0.0	0.0	3.16992500144	False
almohamad and duffuaa	0.0000000000	0.0	0.0	0.0	1.58496250072	False
present a linear	0.0000000000	0.0	0.0	0.0	1.58496250072	False
linear programming formulation	0.0000000000	0.0	0.0	0.0	1.58496250072	False
problem for order	0.0000000000	0.0	0.0	0.0	1.58496250072	False
order to obtain	0.0000000000	0.0	0.0	0.0	1.58496250072	False
obtain a permutation	0.0000000000	0.0	0.0	0.0	1.58496250072	False
apply the hungarian	0.0000000000	0.0	0.0	0.0	1.58496250072	False
formulated by kuhn	0.0000000000	0.0	0.0	0.0	1.58496250072	False
computes a maximum	0.0000000000	0.0	0.0	0.0	1.58496250072	False
maximum weight matching	0.0000000000	0.0	0.0	3.99721189591	4.75488750216	False
node scoring method	0.0000000000	0.0	0.0	0.0	1.58496250072	False
scoring method presented	0.0000000000	0.0	0.0	0.0	1.58496250072	False
previous section yields	0.0000000000	0.0	0.0	0.0	1.58496250072	False
yields a matrix	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matrix of similarity	0.0000000000	0.0	0.0	0.0	1.58496250072	False
scores between nodes	0.0000000000	0.0	0.0	3.99721189591	4.75488750216	False
nodes taken pairwise	0.0000000000	0.0	0.0	0.0	1.58496250072	False
naturally suggests matching	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matching the nodes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
graphs by computing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
computing a maximum	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matrix of scores	0.0000000000	0.0	0.0	0.0	1.58496250072	False
identify the location	0.0000000000	0.0	0.0	0.0	1.58496250072	False
graph to explore	0.0000000000	0.0	0.0	0.0	1.58496250072	False
explore this problem	0.0000000000	0.0	0.0	0.0	1.58496250072	False
node adjacency matrix	0.0000000000	0.0	0.0	0.0	3.16992500144	False
nodes is denoted	0.0000000000	0.0	0.0	0.0	1.58496250072	False
node similarity matrix	0.4329896907	0.0	0.0	3.99628252788	6.33985000288	False
scoring method described	0.0000000000	0.0	0.0	0.0	1.58496250072	False
described in section	0.0000000000	0.0	0.0	0.0	3.16992500144	False
algorithm is applied	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matrix to obtain	0.0000000000	0.0	0.0	0.0	1.58496250072	False
obtain a matching	0.0000000000	0.0	0.0	0.0	1.58496250072	False
graph that maximizes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
maximizes the sum	0.0000000000	0.0	0.0	0.0	1.58496250072	False
sum of matched	0.0000000000	0.0	0.0	0.0	1.58496250072	False
generated in matlab	0.0000000000	0.0	0.0	0.0	1.58496250072	False
hungarian algorithm requires	0.0000000000	0.0	0.0	0.0	1.58496250072	False
algorithm requires padding	0.0000000000	0.0	0.0	0.0	1.58496250072	False
padding the matrix	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matrix of node	0.0000000000	0.0	0.0	0.0	1.58496250072	False
scores with extra	0.0000000000	0.0	0.0	0.0	1.58496250072	False
scores are set	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number a success	0.0000000000	0.0	0.0	0.0	1.58496250072	False
success is counted	0.0000000000	0.0	0.0	0.0	1.58496250072	False
graph ; note	0.0000000000	0.0	0.0	0.0	1.58496250072	False
kind of accounting	0.0000000000	0.0	0.0	0.0	1.58496250072	False
yields a lower	0.0000000000	0.0	0.0	0.0	1.58496250072	False
equally good matches	0.0000000000	0.0	0.0	0.0	1.58496250072	False
cation are marked	0.0000000000	0.0	0.0	0.0	1.58496250072	False
marked as failures	0.0000000000	0.0	0.0	0.0	1.58496250072	False
variably sized subgraphs	0.0000000000	0.0	0.0	0.0	1.58496250072	False
subgraphs and variable	0.0000000000	0.0	0.0	0.0	1.58496250072	False
variable edge probability	0.0000000000	0.0	0.0	0.0	1.58496250072	False
sizes were generated	0.0000000000	0.0	0.0	0.0	1.58496250072	False
proportion of successful	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matches was recorded	0.0000000000	0.0	0.0	0.0	1.58496250072	False
recorded the results	0.0000000000	0.0	0.0	0.0	1.58496250072	False
depicts the expected	0.0000000000	0.0	0.0	0.0	1.58496250072	False
proportion of correct	0.0000000000	0.0	0.0	0.0	3.16992500144	False
assigned to nodes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
graph the computation	0.0000000000	0.0	0.0	0.0	1.58496250072	False
bound is similar	0.0000000000	0.0	0.0	0.0	1.58496250072	False
similar in concept	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matching hats problem	0.0000000000	0.0	0.0	0.0	1.58496250072	False
party guests leave	0.0000000000	0.0	0.0	0.0	1.58496250072	False
leave their hats	0.0000000000	0.0	0.0	0.0	1.58496250072	False
hats are stolen	0.0000000000	0.0	0.0	0.0	1.58496250072	False
leaving m remaining	0.0000000000	0.0	0.0	0.0	1.58496250072	False
remaining the hats	0.0000000000	0.0	0.0	0.0	1.58496250072	False
subgraph matching problem	0.0000000000	0.0	0.0	0.0	1.58496250072	False
nodes are matched	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matched to nodes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
subgraph of size	0.0000000000	0.0	0.0	0.0	1.58496250072	False
function of subgraph	0.0000000000	0.0	0.0	0.0	1.58496250072	False
subgraph size plotted	0.0000000000	0.0	0.0	0.0	1.58496250072	False
plotted in fig	0.0000000000	0.0	0.0	0.0	1.58496250072	False
performance l.a zager	0.0000000000	0.0	0.0	0.0	1.58496250072	False
subgraph matching performance	0.0000000000	0.0	0.0	0.0	3.16992500144	False
enyi random graph	0.0000000000	0.0	0.0	2.99721189591	4.75488750216	False
graph with edge	0.0000000000	0.0	0.0	0.0	1.58496250072	False
hungarian method applied	0.0000000000	0.0	0.0	0.0	1.58496250072	False
node scores obtained	0.0000000000	0.0	0.0	0.0	1.58496250072	False
obtained from eqs	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matching scenarios described	0.0000000000	0.0	0.0	0.0	1.58496250072	False
similarity- based matching	0.0000000000	0.0	0.0	0.0	1.58496250072	False
based matching performance	0.0000000000	0.0	0.0	0.0	1.58496250072	False
performance of random	0.0000000000	0.0	0.0	0.0	1.58496250072	False
data of fig	0.0000000000	0.0	0.0	0.0	1.58496250072	False
appears that higher	0.0000000000	0.0	0.0	0.0	1.58496250072	False
higher initial connectivities	0.0000000000	0.0	0.0	0.0	1.58496250072	False
initial connectivities lead	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lead to poorer	0.0000000000	0.0	0.0	0.0	1.58496250072	False
performance is achieved	0.0000000000	0.0	0.0	0.0	1.58496250072	False
achieved with larger	0.0000000000	0.0	0.0	0.0	1.58496250072	False
performs the matching	0.0000000000	0.0	0.0	0.0	1.58496250072	False
nodes with type	0.0000000000	0.0	0.0	0.0	1.58496250072	False
graph matching applications	0.0000000000	0.0	0.0	0.0	1.58496250072	False
exists side information	0.0000000000	0.0	0.0	0.0	1.58496250072	False
attributes of nodes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
proteins that constitute	0.0000000000	0.0	0.0	0.0	1.58496250072	False
constitute the nodes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
protein interaction network	0.0000000000	0.0	0.0	0.0	1.58496250072	False
type when attempting	0.0000000000	0.0	0.0	0.0	1.58496250072	False
attempting to align	0.0000000000	0.0	0.0	0.0	1.58496250072	False
align these networks	0.0000000000	0.0	0.0	0.0	1.58496250072	False
networks across species	0.0000000000	0.0	0.0	0.0	1.58496250072	False
proteins that share	0.0000000000	0.0	0.0	0.0	1.58496250072	False
type the node	0.0000000000	0.0	0.0	0.0	1.58496250072	False
node matching procedures	0.0000000000	0.0	0.0	0.0	1.58496250072	False
topology to identify	0.0000000000	0.0	0.0	0.0	1.58496250072	False
similarities ; including	0.0000000000	0.0	0.0	0.0	1.58496250072	False
including node identity	0.0000000000	0.0	0.0	0.0	1.58496250072	False
node identity information	0.0000000000	0.0	0.0	0.0	3.16992500144	False
information to penalize	0.0000000000	0.0	0.0	0.0	1.58496250072	False
penalize or reward	0.0000000000	0.0	0.0	0.0	1.58496250072	False
reward certain matches	0.0000000000	0.0	0.0	0.0	1.58496250072	False
matches may improve	0.0000000000	0.0	0.0	0.0	1.58496250072	False
augment our subgraph	0.0000000000	0.0	0.0	0.0	1.58496250072	False
subgraph matching procedure	0.0000000000	0.0	0.0	0.0	1.58496250072	False
procedure by assigning	0.0000000000	0.0	0.0	0.0	1.58496250072	False
assigning each node	0.0000000000	0.0	0.0	0.0	1.58496250072	False
labels with equal	0.0000000000	0.0	0.0	0.0	1.58496250072	False
probability a random	0.0000000000	0.0	0.0	0.0	1.58496250072	False
retaining the node	0.0000000000	0.0	0.0	0.0	1.58496250072	False
labels are assigned	0.0000000000	0.0	0.0	0.0	1.58496250072	False
assigned a negative	0.0000000000	0.0	0.0	0.0	1.58496250072	False
approach are presented	0.0000000000	0.0	0.0	0.0	1.58496250072	False
presented in fig	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of correct	0.0000000000	0.0	0.0	0.0	1.58496250072	False
correct node matches	0.0000000000	0.0	0.0	0.0	1.58496250072	False
trials for subgraphs	0.0000000000	0.0	0.0	0.0	1.58496250072	False
sizes the averages	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of labels	0.0000000000	0.0	0.0	0.0	3.16992500144	False
size are drawn	0.0000000000	0.0	0.0	0.0	1.58496250072	False
drawn as vertical	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lines the expected	0.0000000000	0.0	0.0	0.0	1.58496250072	False
expected performance results	0.0000000000	0.0	0.0	0.0	1.58496250072	False
related random matching	0.0000000000	0.0	0.0	0.0	3.16992500144	False
random matching scenario	0.3376205788	0.0	0.0	3.99535315985	7.92481250361	False
dashed vertical lines	0.0000000000	0.0	0.0	0.0	1.58496250072	False
increasing the number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
labels improves performance	0.0000000000	0.0	0.0	0.0	1.58496250072	False
two node labels	0.0000000000	0.0	0.0	0.0	3.16992500144	False
distributed with asymmetric	0.0000000000	0.0	0.0	0.0	1.58496250072	False
asymmetric probabilities fig	0.0000000000	0.0	0.0	0.0	1.58496250072	False
histograms of subgraph	0.0000000000	0.0	0.0	0.0	1.58496250072	False
labels are distributed	0.0000000000	0.0	0.0	0.0	1.58496250072	False
information is communicated	0.0000000000	0.0	0.0	0.0	1.58496250072	False
nodes with unique	0.0000000000	0.0	0.0	0.0	1.58496250072	False
exist reference points	0.0000000000	0.0	0.0	0.0	1.58496250072	False
pattern recognition problems	0.0000000000	0.0	0.0	0.0	1.58496250072	False
problems to model	0.0000000000	0.0	0.0	0.0	1.58496250072	False
model this scenario	0.0000000000	0.0	0.0	0.0	1.58496250072	False
nodes is generated	0.0000000000	0.0	0.0	0.0	1.58496250072	False
nodes are labeled	0.0000000000	0.0	0.0	0.0	1.58496250072	False
labeled with unique	0.0000000000	0.0	0.0	0.0	1.58496250072	False
ers the remaining	0.0000000000	0.0	0.0	0.0	1.58496250072	False
label a random	0.0000000000	0.0	0.0	0.0	1.58496250072	False
carrying the node	0.0000000000	0.0	0.0	0.0	1.58496250072	False
nodes the node	0.0000000000	0.0	0.0	0.0	1.58496250072	False
edited by setting	0.0000000000	0.0	0.0	0.0	1.58496250072	False
setting the similarity	0.0000000000	0.0	0.0	0.0	1.58496250072	False
nodes with mismatched	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number the procedure	0.0000000000	0.0	0.0	0.0	1.58496250072	False
continues as described	0.0000000000	0.0	0.0	0.0	1.58496250072	False
graph with connectivity	0.0000000000	0.0	0.0	0.0	3.16992500144	False
subgraphs of size	0.0000000000	0.0	0.0	0.0	3.16992500144	False
