keyphrase	dispersion	cuewords	tfidf	localspan	cscore	keyword
virtual memory week	0.0000000000	0.0	0.0	0.0	3.16992500144	False
filesystems filesystems interface	0.0000000000	0.0	0.0	0.0	3.16992500144	False
interface and implementation	0.0000000000	0.0	0.0	0.0	3.16992500144	False
topics -NONE- subsystems	0.0000000000	0.0	0.0	0.0	0.0	False
-NONE- subsystems case	0.0000000000	0.0	0.0	0.0	0.0	False
subsystems case study	0.0000000000	0.0	0.0	0.0	3.16992500144	False
case study unix	0.0000000000	0.0	0.0	0.0	3.16992500144	False
revision and summary	0.0000000000	0.0	0.0	0.0	3.16992500144	False
system early operating	0.5600000000	0.0	0.0	1.99446749654	6.33985000288	False
early operating systems	0.5600000000	0.0	0.0	1.99446749654	6.33985000288	False
operating systems simple	0.5600000000	0.0	0.0	1.99446749654	6.33985000288	False
systems simple batch	0.5600000000	0.0	0.0	1.99446749654	6.33985000288	False
simple batch systems	0.6086956522	0.0	0.0	2.99170124481	9.50977500433	False
batch systems multiprogrammed	0.5600000000	0.0	0.0	1.99446749654	6.33985000288	False
systems multiprogrammed batch	0.5600000000	0.0	0.0	1.99446749654	6.33985000288	False
multiprogrammed batch systems	0.5600000000	0.0	0.0	1.99446749654	6.33985000288	False
batch systems time-sharing	0.5600000000	0.0	0.0	1.99446749654	6.33985000288	False
systems time-sharing systems	0.5600000000	0.0	0.0	1.99446749654	6.33985000288	False
time-sharing systems personal	0.5600000000	0.0	0.0	1.99446749654	6.33985000288	False
systems personal computer	0.5600000000	0.0	0.0	1.99446749654	6.33985000288	False
personal computer systems	0.5600000000	0.0	0.0	1.99446749654	6.33985000288	False
computer systems parallel	0.5600000000	0.0	0.0	1.99446749654	6.33985000288	False
parallel and distributed	0.5600000000	0.0	0.0	1.99446749654	6.33985000288	False
distributed systems real-time	0.0000000000	0.0	0.0	1.99446749654	6.33985000288	False
systems real-time systems	0.6086956522	0.0	0.0	2.99446749654	6.33985000288	False
real-time systems computer	0.0000000000	0.0	0.0	0.0	3.16992500144	False
systems computer system	0.5833333333	0.0	0.0	0.0	3.16992500144	False
computer system architecture	0.0000000000	0.0	0.0	0.0	3.16992500144	False
system architecture principles	0.0000000000	0.0	0.0	0.0	3.16992500144	False
program that acts	0.0000000000	0.0	0.0	0.0	3.16992500144	False
acts an intermediary	0.0000000000	0.0	0.0	0.0	3.16992500144	False
computer and computer	0.0000000000	0.0	0.0	0.0	3.16992500144	False
computer hardware major	0.0000000000	0.0	0.0	0.0	3.16992500144	False
hardware major cost	0.0000000000	0.0	0.0	0.0	3.16992500144	False
cost of general	0.0000000000	0.0	0.0	0.0	3.16992500144	False
general purpose computing	0.0000000000	0.0	0.0	0.0	3.16992500144	False
computing is software	0.0000000000	0.0	0.0	0.0	3.16992500144	False
software os simplifies	0.0000000000	0.0	0.0	0.0	3.16992500144	False
simplifies and manages	0.0000000000	0.0	0.0	0.0	3.16992500144	False
manages the complexity	0.0000000000	0.0	0.0	0.0	3.16992500144	False
complexity of running	0.0000000000	0.0	0.0	0.0	3.16992500144	False
running application programs	0.0000000000	0.0	0.0	0.0	3.16992500144	False
application programs efficiently	0.0000000000	0.0	0.0	0.0	3.16992500144	False
programs efficiently principles	0.0000000000	0.0	0.0	0.0	3.16992500144	False
operating system simplify	0.0000000000	0.0	0.0	0.0	3.16992500144	False
simplify the execution	0.0000000000	0.0	0.0	0.0	3.16992500144	False
execution of user	0.5833333333	0.0	0.0	2.99446749654	6.33985000288	False
programs and make	0.0000000000	0.0	0.0	0.0	3.16992500144	False
make solving user	0.0000000000	0.0	0.0	0.0	3.16992500144	False
solving user problems	0.0000000000	0.0	0.0	0.0	3.16992500144	False
user problems easier	0.0000000000	0.0	0.0	0.0	3.16992500144	False
easier use computer	0.0000000000	0.0	0.0	0.0	3.16992500144	False
computer hardware efficiently	0.0000000000	0.0	0.0	0.0	3.16992500144	False
efficiently allow sharing	0.0000000000	0.0	0.0	0.0	3.16992500144	False
sharing of hardware	0.0000000000	0.0	0.0	0.0	3.16992500144	False
hardware and software	0.0000000000	0.0	0.0	0.0	3.16992500144	False
software resources make	0.0000000000	0.0	0.0	0.0	3.16992500144	False
resources make application	0.0000000000	0.0	0.0	0.0	3.16992500144	False
make application software	0.0000000000	0.0	0.0	0.0	3.16992500144	False
application software portable	0.0000000000	0.0	0.0	0.0	3.16992500144	False
portable and versatile	0.0000000000	0.0	0.0	0.0	3.16992500144	False
versatile provide isolation	0.0000000000	0.0	0.0	0.0	3.16992500144	False
security and protection	0.0000000000	0.0	0.0	0.0	3.16992500144	False
protection among user	0.0000000000	0.0	0.0	0.0	3.16992500144	False
user programs improve	0.0000000000	0.0	0.0	0.0	3.16992500144	False
improve overall system	0.0000000000	0.0	0.0	0.0	3.16992500144	False
system reliability error	0.0000000000	0.0	0.0	0.0	3.16992500144	False
reliability error confinement	0.0000000000	0.0	0.0	0.0	3.16992500144	False
study operating systems	0.0000000000	0.0	0.0	0.0	3.16992500144	False
hardware and applications	0.0000000000	0.0	0.0	0.0	3.16992500144	False
applications new applications	0.0000000000	0.0	0.0	0.0	3.16992500144	False
hardware inherent aspect	0.0000000000	0.0	0.0	0.0	3.16992500144	False
aspect of society	0.0000000000	0.0	0.0	0.0	3.16992500144	False
understand basic principles	0.0000000000	0.0	0.0	0.0	3.16992500144	False
design of computer	0.0000000000	0.0	0.0	0.0	3.16992500144	False
computer systems efficient	0.0000000000	0.0	0.0	0.0	3.16992500144	False
systems efficient resource	0.0000000000	0.0	0.0	0.0	3.16992500144	False
efficient resource management	0.0000000000	0.0	0.0	0.0	3.16992500144	False
specialized operating systems	0.0000000000	0.0	0.0	0.0	3.16992500144	False
operating systems e.g	0.0000000000	0.0	0.0	0.0	3.16992500144	False
systems e.g embedded	0.0000000000	0.0	0.0	0.0	3.16992500144	False
e.g embedded operating	0.0000000000	0.0	0.0	0.0	3.16992500144	False
embedded operating systems	0.0000000000	0.0	0.0	0.0	3.16992500144	False
systems for devices	0.0000000000	0.0	0.0	0.0	3.16992500144	False
sensors and controllers	0.0000000000	0.0	0.0	0.0	3.16992500144	False
controllers real-time operating	0.0000000000	0.0	0.0	0.0	3.16992500144	False
real-time operating systems	0.0000000000	0.0	0.0	0.0	3.16992500144	False
multimedia services systems	0.0000000000	0.0	0.0	0.0	3.16992500144	False
services systems today	0.0000000000	0.0	0.0	0.0	3.16992500144	False
systems today principles	0.0000000000	0.0	0.0	0.0	3.16992500144	False
irvine sensorium hardware	0.0000000000	0.0	0.0	0.0	3.16992500144	False
sensorium hardware complexity	0.0000000000	0.0	0.0	0.0	3.16992500144	False
hardware complexity increases	0.0000000000	0.0	0.0	0.0	3.16992500144	False
complexity increases principles	0.4516129032	0.0	0.0	2.99446749654	6.33985000288	False
moore s law	0.3684210526	0.0	0.0	3.99446749654	6.33985000288	False
law from berkeley	0.0000000000	0.0	0.0	0.0	3.16992500144	False
hennessy and patterson	0.0000000000	0.0	0.0	0.0	3.16992500144	False
intel multicore chipsets	0.0000000000	0.0	0.0	0.0	3.16992500144	False
multicore chipsets software	0.0000000000	0.0	0.0	0.0	3.16992500144	False
chipsets software complexity	0.0000000000	0.0	0.0	0.0	3.16992500144	False
software complexity increases	0.0000000000	0.0	0.0	0.0	3.16992500144	False
computer system components	0.0000000000	0.0	0.0	0.0	3.16992500144	False
system components hardware	0.0000000000	0.0	0.0	0.0	3.16992500144	False
hardware provides basic	0.0000000000	0.0	0.0	0.0	3.16992500144	False
basic computing resources	0.0000000000	0.0	0.0	0.0	3.16992500144	False
operating system controls	0.0000000000	0.0	0.0	0.0	3.16992500144	False
controls and coordinates	0.0000000000	0.0	0.0	0.0	3.16992500144	False
hardware among application	0.0000000000	0.0	0.0	0.0	3.16992500144	False
application programs application	0.0000000000	0.0	0.0	0.0	3.16992500144	False
programs application programs	0.0000000000	0.0	0.0	0.0	3.16992500144	False
application programs solve	0.0000000000	0.0	0.0	0.0	3.16992500144	False
programs solve computing	0.0000000000	0.0	0.0	0.0	3.16992500144	False
solve computing problems	0.0000000000	0.0	0.0	0.0	3.16992500144	False
problems of users	0.0000000000	0.0	0.0	0.0	3.16992500144	False
view of system	0.0000000000	0.0	0.0	0.0	3.16992500144	False
system and application	0.0000000000	0.0	0.0	0.0	3.16992500144	False
application programs operating	0.0000000000	0.0	0.0	0.0	3.16992500144	False
programs operating system	0.0000000000	0.0	0.0	0.0	3.16992500144	False
operating system computer	0.0000000000	0.0	0.0	0.0	3.16992500144	False
system computer hardware	0.0000000000	0.0	0.0	0.0	3.16992500144	False
computer hardware user	0.0000000000	0.0	0.0	0.0	3.16992500144	False
user n compiler	0.0000000000	0.0	0.0	0.0	3.16992500144	False
compiler assembler text	0.0000000000	0.0	0.0	0.0	3.16992500144	False
assembler text editor	0.0000000000	0.0	0.0	0.0	3.16992500144	False
text editor database	0.0000000000	0.0	0.0	0.0	3.16992500144	False
editor database system	0.0000000000	0.0	0.0	0.0	3.16992500144	False
operating system views	0.0000000000	0.0	0.0	0.0	3.16992500144	False
system views resource	0.0000000000	0.0	0.0	0.0	3.16992500144	False
views resource allocator	0.0000000000	0.0	0.0	0.0	3.16992500144	False
allocator to allocate	0.0000000000	0.0	0.0	0.0	3.16992500144	False
software and hardware	0.0000000000	0.0	0.0	0.0	3.16992500144	False
system and manage	0.0000000000	0.0	0.0	0.0	3.16992500144	False
manage them efficiently	0.0000000000	0.0	0.0	0.0	3.16992500144	False
efficiently control program	0.0000000000	0.0	0.0	0.0	3.16992500144	False
control program controls	0.0000000000	0.0	0.0	0.0	3.16992500144	False
program controls execution	0.0000000000	0.0	0.0	0.0	3.16992500144	False
programs and operation	0.0000000000	0.0	0.0	0.0	3.16992500144	False
NNP devices kernel	0.0000000000	0.0	0.0	0.0	0.0	False
kernel the program	0.0000000000	0.0	0.0	0.0	3.16992500144	False
program that executes	0.0000000000	0.0	0.0	0.0	3.16992500144	False
application with respect	0.0000000000	0.0	0.0	0.0	3.16992500144	False
operating system spectrum	0.0000000000	0.0	0.0	0.0	3.16992500144	False
system spectrum monitors	0.0000000000	0.0	0.0	0.0	3.16992500144	False
monitors and small	0.0000000000	0.0	0.0	0.0	3.16992500144	False
small kernels special	0.0000000000	0.0	0.0	0.0	3.16992500144	False
kernels special purpose	0.0000000000	0.0	0.0	0.0	3.16992500144	False
purpose and embedded	0.0000000000	0.0	0.0	0.0	3.16992500144	False
real-time systems batch	0.0000000000	0.0	0.0	0.0	3.16992500144	False
batch and multiprogramming	0.0000000000	0.0	0.0	0.0	3.16992500144	False
multiprogramming timesharing workstations	0.0000000000	0.0	0.0	0.0	3.16992500144	False
timeframes transaction systems	0.0000000000	0.0	0.0	0.0	3.16992500144	False
transaction systems personal	0.0000000000	0.0	0.0	0.0	3.16992500144	False
systems personal computing	0.0000000000	0.0	0.0	0.0	3.16992500144	False
personal computing systems	0.5833333333	0.0	0.0	1.99446749654	6.33985000288	False
computing systems mobile	0.0000000000	0.0	0.0	0.0	3.16992500144	False
systems mobile platforms	0.0000000000	0.0	0.0	0.0	3.16992500144	False
structure large machines	0.0000000000	0.0	0.0	0.0	3.16992500144	False
large machines run	0.0000000000	0.0	0.0	0.0	3.16992500144	False
run from console	0.0000000000	0.0	0.0	0.0	3.16992500144	False
console single user	0.0000000000	0.0	0.0	0.0	3.16992500144	False
single user system	0.0000000000	0.0	0.0	3.99170124481	9.50977500433	False
operator paper tape	0.0000000000	0.0	0.0	0.0	3.16992500144	False
tape or punched	0.0000000000	0.0	0.0	0.0	3.16992500144	False
cards early software	0.0000000000	0.0	0.0	0.0	3.16992500144	False
early software assemblers	0.0000000000	0.0	0.0	0.0	3.16992500144	False
libraries of common	0.0000000000	0.0	0.0	0.0	3.16992500144	False
common subroutines secure	0.0000000000	0.0	0.0	0.0	3.16992500144	False
subroutines secure execution	0.0000000000	0.0	0.0	0.0	3.16992500144	False
secure execution inefficient	0.0000000000	0.0	0.0	0.0	3.16992500144	False
expensive resources low	0.0000000000	0.0	0.0	0.0	3.16992500144	False
resources low cpu	0.0000000000	0.0	0.0	0.0	3.16992500144	False
low cpu utilization	0.3684210526	0.0	0.0	2.99446749654	6.33985000288	False
john ousterhout slides	0.2800000000	0.0	0.0	4.99170124481	9.50977500433	False
ousterhout slides hardware	0.0000000000	0.0	0.0	0.0	3.16992500144	False
slides hardware expensive	0.0000000000	0.0	0.0	0.0	3.16992500144	False
expensive ; human	0.0000000000	0.0	0.0	0.0	3.16992500144	False
human cheap simple	0.0000000000	0.0	0.0	0.0	3.16992500144	False
cheap simple batch	0.0000000000	0.0	0.0	0.0	3.16992500144	False
jobs with similar	0.0000000000	0.0	0.0	0.0	3.16992500144	False
similar requirements add	0.0000000000	0.0	0.0	0.0	3.16992500144	False
add a card	0.0000000000	0.0	0.0	0.0	3.16992500144	False
hire an operator	0.0000000000	0.0	0.0	0.0	3.16992500144	False
operator automatic job	0.0000000000	0.0	0.0	0.0	3.16992500144	False
automatic job sequencing	0.0000000000	0.0	0.0	0.0	3.16992500144	False
job sequencing forms	0.0000000000	0.0	0.0	0.0	3.16992500144	False
forms a rudimentary	0.0000000000	0.0	0.0	0.0	3.16992500144	False
rudimentary os resident	0.0000000000	0.0	0.0	0.0	3.16992500144	False
resident monitor holds	0.0000000000	0.0	0.0	0.0	3.16992500144	False
monitor holds initial	0.0000000000	0.0	0.0	0.0	3.16992500144	False
holds initial control	0.0000000000	0.0	0.0	0.0	3.16992500144	False
transfers to job	0.0000000000	0.0	0.0	0.0	3.16992500144	False
back to monitor	0.0000000000	0.0	0.0	0.0	3.16992500144	False
job from job	0.0000000000	0.0	0.0	0.0	3.16992500144	False
job and data	0.0000000000	0.0	0.0	0.0	3.16992500144	False
data from program	0.0000000000	0.0	0.0	0.0	3.16992500144	False
ousterhout slides principles	0.3684210526	0.0	0.0	3.99446749654	6.33985000288	False
control secure monitor	0.0000000000	0.0	0.0	0.0	3.16992500144	False
monitor that controls	0.0000000000	0.0	0.0	0.0	3.16992500144	False
controls job processing	0.0000000000	0.0	0.0	0.0	3.16992500144	False
job processing special	0.0000000000	0.0	0.0	0.0	3.16992500144	False
processing special cards	0.0000000000	0.0	0.0	0.0	3.16992500144	False
user program prevented	0.0000000000	0.0	0.0	0.0	3.16992500144	False
prevented from performing	0.0000000000	0.0	0.0	0.0	3.16992500144	False
performing JJ separate	0.0000000000	0.0	0.0	0.0	0.0	False
user from computer	0.0000000000	0.0	0.0	0.0	3.16992500144	False
computer user submits	0.0000000000	0.0	0.0	0.0	3.16992500144	False
user submits card	0.0000000000	0.0	0.0	0.0	3.16992500144	False
submits card deck	0.0000000000	0.0	0.0	0.0	3.16992500144	False
card deck cards	0.0000000000	0.0	0.0	0.0	3.16992500144	False
deck cards put	0.0000000000	0.0	0.0	0.0	3.16992500144	False
put on tape	0.0000000000	0.0	0.0	0.0	3.16992500144	False
tape tape processed	0.0000000000	0.0	0.0	0.0	3.16992500144	False
processed by operator	0.0000000000	0.0	0.0	0.0	3.16992500144	False
operator output written	0.0000000000	0.0	0.0	0.0	3.16992500144	False
written to tape	0.0000000000	0.0	0.0	0.0	3.16992500144	False
tape tape printed	0.0000000000	0.0	0.0	0.0	3.16992500144	False
printed on printer	0.0000000000	0.0	0.0	0.0	3.16992500144	False
problems long turnaround	0.0000000000	0.0	0.0	0.0	3.16992500144	False
-NONE- and cpu	0.0000000000	0.0	0.0	0.0	0.0	False
overlap ; slow	0.0000000000	0.0	0.0	0.0	3.16992500144	False
slow mechanical devices	0.0000000000	0.0	0.0	0.0	3.16992500144	False
mechanical devices ibm	0.0000000000	0.0	0.0	0.0	3.16992500144	False
solutions to speed	0.0000000000	0.0	0.0	0.0	3.16992500144	False
offline processing load	0.0000000000	0.0	0.0	0.0	3.16992500144	False
processing load jobs	0.0000000000	0.0	0.0	0.0	3.16992500144	False
jobs into memory	0.0000000000	0.0	0.0	0.0	3.16992500144	False
memory from tapes	0.0000000000	0.0	0.0	0.0	3.16992500144	False
reading and line	0.0000000000	0.0	0.0	0.0	3.16992500144	False
printing are done	0.0000000000	0.0	0.0	0.0	3.16992500144	False
done offline spooling	0.0000000000	0.0	0.0	0.0	3.16992500144	False
spooling use disk	0.0000000000	0.0	0.0	0.0	3.16992500144	False
random access device	0.0000000000	0.0	0.0	0.0	3.16992500144	False
storage for reading	0.0000000000	0.0	0.0	0.0	3.16992500144	False
storing output files	0.0000000000	0.0	0.0	0.0	3.16992500144	False
files until output	0.0000000000	0.0	0.0	0.0	3.16992500144	False
ready to accept	0.0000000000	0.0	0.0	0.0	3.16992500144	False
job with computation	0.0000000000	0.0	0.0	0.0	3.16992500144	False
choose next job	0.0000000000	0.0	0.0	0.0	3.16992500144	False
job to run	0.3684210526	0.0	0.0	3.99446749654	6.33985000288	False
increase cpu utilization	0.0000000000	0.0	0.0	0.0	3.16992500144	False
cpu utilization principles	0.0000000000	0.0	0.0	0.0	3.16992500144	False
-NONE- is complete	0.0000000000	0.0	0.0	0.0	0.0	False
sets a flag	0.0000000000	0.0	0.0	0.0	3.16992500144	False
busy program tests	0.0000000000	0.0	0.0	0.0	3.16992500144	False
tests the flag	0.0000000000	0.0	0.0	0.0	3.16992500144	False
waiting for completion	0.0000000000	0.0	0.0	0.0	3.16992500144	False
device forces cpu	0.0000000000	0.0	0.0	0.0	3.16992500144	False
cpu to jump	0.0000000000	0.0	0.0	0.0	3.16992500144	False
specific instruction address	0.0000000000	0.0	0.0	0.0	3.16992500144	False
interrupt service routine	0.0000000000	0.0	0.0	0.0	3.16992500144	False
returns to code	0.0000000000	0.0	0.0	0.0	3.16992500144	False
prior to servicing	0.0000000000	0.0	0.0	0.0	3.16992500144	False
servicing the interrupt	0.0000000000	0.0	0.0	0.0	3.16992500144	False
multiprogramming use interrupts	0.0000000000	0.0	0.0	0.0	3.16992500144	False
interrupts to run	0.0000000000	0.0	0.0	0.0	3.16992500144	False
run multiple programs	0.0000000000	0.0	0.0	0.0	3.16992500144	False
execute another program	0.0000000000	0.0	0.0	0.0	3.16992500144	False
program till interrupt	0.0000000000	0.0	0.0	0.0	3.16992500144	False
interrupt is received	0.0000000000	0.0	0.0	0.0	3.16992500144	False
received requires secure	0.0000000000	0.0	0.0	0.0	3.16992500144	False
requires secure memory	0.0000000000	0.0	0.0	0.0	3.16992500144	False
program requires intervention	0.0000000000	0.0	0.0	0.0	3.16992500144	False
intervention if program	0.0000000000	0.0	0.0	0.0	3.16992500144	False
program loops indefinitely	0.0000000000	0.0	0.0	0.0	3.16992500144	False
loops indefinitely requires	0.0000000000	0.0	0.0	0.0	3.16992500144	False
indefinitely requires cpu	0.0000000000	0.0	0.0	0.0	3.16992500144	False
requires cpu scheduling	0.0000000000	0.0	0.0	0.0	3.16992500144	False
scheduling to choose	0.0000000000	0.0	0.0	0.0	3.16992500144	False
timesharing programs queued	0.0000000000	0.0	0.0	0.0	3.16992500144	False
queued for execution	0.0000000000	0.0	0.0	0.0	3.16992500144	False
execution in fifo	0.0000000000	0.0	0.0	0.0	3.16992500144	False
order like multiprogramming	0.0000000000	0.0	0.0	0.0	3.16992500144	False
timer device interrupts	0.0000000000	0.0	0.0	0.0	3.16992500144	False
program is returned	0.0000000000	0.0	0.0	0.0	3.16992500144	False
returned to end	0.0000000000	0.0	0.0	0.0	3.16992500144	False
end of fifo	0.0000000000	0.0	0.0	0.0	3.16992500144	False
fifo next program	0.0000000000	0.0	0.0	0.0	3.16992500144	False
head of fifo	0.0000000000	0.0	0.0	0.0	3.16992500144	False
fifo control card	0.0000000000	0.0	0.0	0.0	3.16992500144	False
control card interpreter	0.0000000000	0.0	0.0	0.0	3.16992500144	False
card interpreter replaced	0.0000000000	0.0	0.0	0.0	3.16992500144	False
replaced by command	0.0000000000	0.0	0.0	0.0	3.16992500144	False
command language interpreter	0.0000000000	0.0	0.0	0.0	3.16992500144	False
language interpreter hardware	0.0000000000	0.0	0.0	0.0	3.16992500144	False
hardware getting cheaper	0.0000000000	0.0	0.0	0.0	3.16992500144	False
cheaper ; human	0.0000000000	0.0	0.0	0.0	3.16992500144	False
human getting expensive	0.0000000000	0.0	0.0	0.0	3.16992500144	False
statement from user	0.0000000000	0.0	0.0	0.0	3.16992500144	False
user file systems	0.0000000000	0.0	0.0	0.0	3.16992500144	False
file systems online	0.0000000000	0.0	0.0	0.0	3.16992500144	False
systems online filesystem	0.0000000000	0.0	0.0	0.0	3.16992500144	False
filesystem is required	0.0000000000	0.0	0.0	0.0	3.16992500144	False
required for users	0.0000000000	0.0	0.0	0.0	3.16992500144	False
users to access	0.0000000000	0.0	0.0	0.0	3.16992500144	False
data and code	0.0000000000	0.0	0.0	0.0	3.16992500144	False
code virtual memory	0.0000000000	0.0	0.0	0.0	3.16992500144	False
virtual memory job	0.0000000000	0.0	0.0	0.0	3.16992500144	False
job is swapped	0.0000000000	0.0	0.0	0.0	3.16992500144	False
out of memory	0.0000000000	0.0	0.0	0.0	3.16992500144	False
memory to disk	0.0000000000	0.0	0.0	0.0	3.16992500144	False
computing systems single	0.0000000000	0.0	0.0	0.0	3.16992500144	False
systems single user	0.0000000000	0.0	0.0	0.0	3.16992500144	False
single user systems	0.3684210526	0.0	0.0	3.99446749654	6.33985000288	False
portable NNP devices	0.0000000000	0.0	0.0	0.0	0.0	False
small printers laptops	0.0000000000	0.0	0.0	0.0	3.16992500144	False
laptops and palmtops	0.0000000000	0.0	0.0	0.0	3.16992500144	False
wireless devices single	0.0000000000	0.0	0.0	0.0	3.16992500144	False
devices single user	0.0000000000	0.0	0.0	0.0	3.16992500144	False
advanced cpu utilization	0.0000000000	0.0	0.0	0.0	3.16992500144	False
utilization or protection	0.0000000000	0.0	0.0	0.0	3.16992500144	False
protection features advantages	0.0000000000	0.0	0.0	0.0	3.16992500144	False
ubiquitous hardware cheap	0.0000000000	0.0	0.0	0.0	3.16992500144	False
cheap ; human	0.4077669903	0.0	0.0	3.99446749654	6.33985000288	False
human expensive principles	0.0000000000	0.0	0.0	0.0	3.16992500144	False
parallel systems multiprocessor	0.0000000000	0.0	0.0	0.0	3.16992500144	False
systems multiprocessor systems	0.0000000000	0.0	0.0	0.0	3.16992500144	False
cpu in close	0.0000000000	0.0	0.0	0.0	3.16992500144	False
close communication improved	0.0000000000	0.0	0.0	0.0	3.16992500144	False
communication improved throughput	0.0000000000	0.0	0.0	0.0	3.16992500144	False
increased reliability kinds	0.0000000000	0.0	0.0	0.0	3.16992500144	False
vector and pipelined	0.0000000000	0.0	0.0	0.0	3.16992500144	False
symmetric and asymmetric	0.0000000000	0.0	0.0	0.0	3.16992500144	False
asymmetric multiprocessing distributed	0.0000000000	0.0	0.0	0.0	3.16992500144	False
multiprocessing distributed memory	0.0000000000	0.0	0.0	0.0	3.16992500144	False
memory vs shared	0.0000000000	0.0	0.0	0.0	3.16992500144	False
shared memory programming	0.0000000000	0.0	0.0	0.0	3.16992500144	False
memory programming models	0.0000000000	0.0	0.0	0.0	3.16992500144	False
loosely coupled ,message-based	0.0000000000	0.0	0.0	0.0	3.16992500144	False
,message-based vs shared	0.0000000000	0.0	0.0	0.0	3.16992500144	False
shared variable parallel	0.0000000000	0.0	0.0	0.0	3.16992500144	False
variable parallel computing	0.0000000000	0.0	0.0	0.0	3.16992500144	False
parallel computing systems	0.0000000000	0.0	0.0	0.0	3.16992500144	False
computing systems principles	0.4077669903	0.0	0.0	3.99446749654	6.33985000288	False
