keyphrase	dispersion	cuewords	tfidf	localspan	cscore	keyword
statement the general	0.0000000000	0.0	0.0	0.0	3.16992500144	False
print “ pass	0.0000000000	0.0	0.0	0.0	1.58496250072	False
block the condition	0.0000000000	0.0	0.0	0.0	3.16992500144	False
boolean expression recall	0.0000000000	0.0	0.0	0.0	1.58496250072	False
series of python	0.0000000000	0.0	0.0	0.0	1.58496250072	False
evaluates to true	0.0000000000	0.0	0.0	0.0	3.16992500144	False
true the block	0.0000000000	0.0	0.0	0.0	1.58496250072	False
block is executed	0.0000000000	0.0	0.0	0.0	1.58496250072	False
execute different lines	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lines of code	0.0000000000	0.0	0.0	0.0	1.58496250072	False
block the block	0.0000000000	0.0	0.0	0.0	1.58496250072	False
evaluates to false	0.0000000000	0.0	0.0	0.0	1.58496250072	False
general if statement	0.0000000000	0.0	0.0	0.0	1.58496250072	False
statement if condition1	0.0000000000	0.0	0.0	0.0	1.58496250072	False
block elif condition2	0.0000000000	0.0	0.0	0.0	1.58496250072	False
block elif condition3	0.0000000000	0.0	0.0	0.0	1.58496250072	False
block python evalutates	0.0000000000	0.0	0.0	0.0	1.58496250072	False
evalutates the conditions	0.0000000000	0.0	0.0	0.0	1.58496250072	False
conditions in order	0.0000000000	0.0	0.0	0.0	1.58496250072	False
order it executes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
executes the block	0.0000000000	0.0	0.0	0.0	1.58496250072	False
true the final	0.0000000000	0.0	0.0	0.0	1.58496250072	False
advice for booleans	0.0000000000	0.0	0.0	0.0	1.58496250072	False
unsure of precedence	0.0000000000	0.0	0.0	0.0	1.58496250072	False
parentheses will make	0.0000000000	0.0	0.0	0.0	1.58496250072	False
make it easier	0.0000000000	0.0	0.0	0.0	1.58496250072	False
parentheses for complicated	0.0000000000	0.0	0.0	0.0	1.58496250072	False
complicated expressions simplify	0.0000000000	0.0	0.0	0.0	1.58496250072	False
simplify your boolean	0.0000000000	0.0	0.0	0.0	1.58496250072	False
expressions get rid	0.0000000000	0.0	0.0	0.0	1.58496250072	False
rid of double	0.0000000000	0.0	0.0	0.0	1.58496250072	False
review of functions	0.0000000000	0.0	0.0	0.0	1.58496250072	False
functions we started	0.0000000000	0.0	0.0	0.0	1.58496250072	False
python s native	0.0000000000	0.0	0.0	0.0	0.0	False
bits of code	0.0000000000	0.0	0.0	0.0	1.58496250072	False
updating and testing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
testing much easier	0.0000000000	0.0	0.0	0.0	1.58496250072	False
test and update	0.0000000000	0.0	0.0	0.0	1.58496250072	False
update the function	0.0000000000	0.0	0.0	0.0	1.58496250072	False
return vs print	0.0000000000	0.0	0.0	0.0	1.58496250072	False
recall that functions	0.0000000000	0.0	0.0	0.0	1.58496250072	False
return the value	0.0000000000	0.0	0.0	0.0	1.58496250072	False
print statement print	0.0000000000	0.0	0.0	0.0	1.58496250072	False
statement print takes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
multiple function calls	0.0000000000	0.0	0.0	0.0	1.58496250072	False
calling other functions	0.0000000000	0.0	0.0	0.0	1.58496250072	False
out  rule	0.0000000000	0.0	0.0	0.0	0.0	False
apply g first	0.0000000000	0.0	0.0	0.0	1.58496250072	False
python choose variables	0.0000000000	0.0	0.0	0.0	1.58496250072	False
python has local	0.0000000000	0.0	0.0	0.0	1.58496250072	False
local and global	0.0000000000	0.0	0.0	0.0	1.58496250072	False
global variables local	0.0000000000	0.0	0.0	0.0	1.58496250072	False
variables local variables	0.0000000000	0.0	0.0	0.0	1.58496250072	False
variables are defined	0.0000000000	0.0	0.0	0.0	3.16992500144	False
inside of functions	0.0000000000	0.0	0.0	0.0	1.58496250072	False
check local variables	0.0000000000	0.0	0.0	0.0	3.16992500144	False
local variables defined	0.0000000000	0.0	0.0	0.0	1.58496250072	False
function then check	0.0000000000	0.0	0.0	0.0	1.58496250072	False
check global variables	0.0000000000	0.0	0.0	0.0	1.58496250072	False
check built-in variables	0.0000000000	0.0	0.0	0.0	1.58496250072	False
variable is defined	0.0000000000	0.0	0.0	0.0	1.58496250072	False
call a function	0.0000000000	0.0	0.0	0.0	1.58496250072	False
create a local	0.0000000000	0.0	0.0	0.0	1.58496250072	False
functions name space	0.0000000000	0.0	0.0	0.0	1.58496250072	False
space or global	0.0000000000	0.0	0.0	0.0	1.58496250072	False
conventions for functions	0.0000000000	0.0	0.0	0.0	1.58496250072	False
initialise and call	0.0000000000	0.0	0.0	0.0	1.58496250072	False
call variables exploiting	0.0000000000	0.0	0.0	0.0	1.58496250072	False
style it makes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
hard to read	0.0000000000	0.0	0.0	0.0	1.58496250072	False
read and prone	0.0000000000	0.0	0.0	0.0	1.58496250072	False
prone to errors	0.0000000000	0.0	0.0	0.0	1.58496250072	False
rely on global	0.0000000000	0.0	0.0	0.0	1.58496250072	False
functions that return	0.0000000000	0.0	0.0	0.0	1.58496250072	False
information to code	0.0000000000	0.0	0.0	0.0	1.58496250072	False
code should return	0.0000000000	0.0	0.0	0.0	1.58496250072	False
function documentation recall	0.0000000000	0.0	0.0	0.0	1.58496250072	False
information on functions	0.0000000000	0.0	0.0	0.0	1.58496250072	False
functions or modules	0.0000000000	0.0	0.0	0.0	1.58496250072	False
give much information	0.0000000000	0.0	0.0	0.0	1.58496250072	False
add useful documentation	0.0000000000	0.0	0.0	0.0	1.58496250072	False
documentation with docstrings	0.0000000000	0.0	0.0	0.0	1.58496250072	False
docstrings a docstring	0.0000000000	0.0	0.0	0.0	1.58496250072	False
docstring is surrounded	0.0000000000	0.0	0.0	0.0	1.58496250072	False
module or function	0.0000000000	0.0	0.0	0.0	1.58496250072	False
function or module	0.0000000000	0.0	0.0	0.0	1.58496250072	False
short for documentation	0.0000000000	0.0	0.0	0.0	1.58496250072	False
documentation string python	0.0000000000	0.0	0.0	0.0	1.58496250072	False
string python saves	0.0000000000	0.0	0.0	0.0	1.58496250072	False
saves the string	0.0000000000	0.0	0.0	0.0	1.58496250072	False
string to return	0.0000000000	0.0	0.0	0.0	1.58496250072	False
leave a blank	0.0000000000	0.0	0.0	0.0	1.58496250072	False
docstring all functions	0.0000000000	0.0	0.0	0.0	1.58496250072	False
write the docstring	0.0000000000	0.0	0.0	0.0	1.58496250072	False
instant sanity check	0.0000000000	0.0	0.0	0.0	1.58496250072	False
function is doing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
portability and updating	0.0000000000	0.0	0.0	0.0	1.58496250072	False
writing good docstrings	0.2447257384	0.0	0.0	7.99194630872	19.0195500087	False
good docstrings a	0.0000000000	0.0	0.0	0.0	0.0	False
docstrings a sunset	0.0000000000	0.0	0.0	0.0	0.0	False
module.  changes	0.0000000000	0.0	0.0	0.0	0.0	False
vague and ambiguous	0.0000000000	0.0	0.0	0.0	1.58496250072	False
good docstrings describes	0.0000000000	0.0	0.0	3.99798657718	4.75488750216	False
function does changes	0.0000000000	0.0	0.0	0.0	0.0	False
sunset.  makes	0.0000000000	0.0	0.0	0.0	0.0	False
makes a picture	0.0000000000	0.0	0.0	7.9932885906	15.8496250072	False
sunset by decreasing	0.3493975904	0.0	0.0	3.99731543624	6.33985000288	False
decreasing the green	0.3493975904	0.0	0.0	3.99731543624	6.33985000288	False
green and blue	0.3493975904	0.0	0.0	3.99731543624	6.33985000288	False
good docstrings makes	0.0000000000	0.0	0.0	0.0	3.16992500144	False
makes the purpose	0.0000000000	0.0	0.0	2.99798657718	4.75488750216	False
clear and refers	0.0000000000	0.0	0.0	2.99798657718	4.75488750216	False
sunset.  takes	0.0000000000	0.0	0.0	0.0	0.0	False
picture and makes	0.0000000000	0.0	0.0	0.0	3.16992500144	False
takes a picture	0.0000000000	0.0	0.0	2.99798657718	4.75488750216	False
pic and makes	0.0000000000	0.0	0.0	2.99798657718	4.75488750216	False
docstrings be clear	0.0000000000	0.0	0.0	0.0	1.58496250072	False
returns a value	0.0000000000	0.0	0.0	0.0	3.16992500144	False
computer the average	0.0000000000	0.0	0.0	0.0	1.58496250072	False
amount of red	0.0000000000	0.0	0.0	2.99798657718	4.75488750216	False
picture.  returns	0.0000000000	0.0	0.0	0.0	0.0	False
returns the average	0.0000000000	0.0	0.0	0.0	1.58496250072	False
good docstrings make	0.0000000000	0.0	0.0	2.99798657718	4.75488750216	False
state any assumptions	0.0000000000	0.0	0.0	0.0	3.16992500144	False
assumptions the function	0.0000000000	0.0	0.0	0.0	3.16992500144	False
function has def	0.0000000000	0.0	0.0	0.0	1.58496250072	False
decreases the amount	0.0000000000	0.0	0.0	0.0	1.58496250072	False
red per pixel	0.0000000000	0.0	0.0	0.0	1.58496250072	False
pixel in picture	0.0000000000	0.0	0.0	0.0	1.58496250072	False
pic by int	0.0000000000	0.0	0.0	0.0	1.58496250072	False
int percent percent	0.0000000000	0.0	0.0	0.0	1.58496250072	False
correct use commands	0.0000000000	0.0	0.0	0.0	3.16992500144	False
sunset.  take	0.0000000000	0.0	0.0	0.0	0.0	False
take picture pic	0.0000000000	0.0	0.0	0.0	1.58496250072	False
pic and make	0.0000000000	0.0	0.0	3.99731543624	6.33985000288	False
function works makes	0.0000000000	0.0	0.0	0.0	1.58496250072	False
boolean docstrings def	0.0000000000	0.0	0.0	0.0	1.58496250072	False
true if int	0.0000000000	0.0	0.0	0.0	3.16992500144	False
return true iff	0.0000000000	0.0	0.0	0.0	1.58496250072	False
true iff int	0.0000000000	0.0	0.0	0.0	1.58496250072	False
iff iff stands	0.0000000000	0.0	0.0	0.0	1.58496250072	False
fact we wrote	0.0000000000	0.0	0.0	0.0	1.58496250072	False
re not returning	0.0000000000	0.0	0.0	0.0	1.58496250072	False
good docstrings docstrings	0.0000000000	0.0	0.0	0.0	1.58496250072	False
definitions or hints	0.0000000000	0.0	0.0	0.0	1.58496250072	False
hints the docstring	0.0000000000	0.0	0.0	0.0	1.58496250072	False
docstring for sqrt	0.0000000000	0.0	0.0	0.0	1.58496250072	False
return the sqrt	0.0000000000	0.0	0.0	0.0	1.58496250072	False
return the square	0.0000000000	0.0	0.0	0.0	1.58496250072	False
marek janicki june	0.0000000000	0.0	0.0	0.997986577181	4.75488750216	False
model from last	0.0000000000	0.0	0.0	0.0	1.58496250072	False
line by line	0.0000000000	0.0	0.0	0.0	1.58496250072	False
counting non-prime factors	0.0000000000	0.0	0.0	0.0	1.58496250072	False
considered a factor	0.0000000000	0.0	0.0	0.0	1.58496250072	False
worry about lines	0.0000000000	0.0	0.0	0.0	1.58496250072	False
nt have intercepts	0.0000000000	0.0	0.0	0.0	0.0	False
intercepts in general	0.0000000000	0.0	0.0	0.0	1.58496250072	False
worry about inputs	0.0000000000	0.0	0.0	0.0	1.58496250072	False
nt want numbers	0.0000000000	0.0	0.0	0.0	0.0	False
ve seen ints	0.0000000000	0.0	0.0	0.0	1.58496250072	False
reals and booleans	0.0000000000	0.0	0.0	0.0	1.58496250072	False
manipulation and logic	0.0000000000	0.0	0.0	0.0	1.58496250072	False
type – strings	0.0000000000	0.0	0.0	0.0	1.58496250072	False
sequences of characters	0.0000000000	0.0	0.0	0.0	1.58496250072	False
characters two types	0.0000000000	0.0	0.0	0.0	1.58496250072	False
two types str	0.0000000000	0.0	0.0	0.0	1.58496250072	False
str and unicode	0.0000000000	0.0	0.0	0.0	1.58496250072	False
ll use str	0.0000000000	0.0	0.0	0.0	1.58496250072	False
unicode is larger	0.0000000000	0.0	0.0	0.0	1.58496250072	False
strings are denoted	0.0000000000	0.0	0.0	0.0	1.58496250072	False
denoted by single	0.0000000000	0.0	0.0	0.0	1.58496250072	False
single or double	0.0000000000	0.0	0.0	0.0	1.58496250072	False
double quotes quote	0.0000000000	0.0	0.0	0.0	1.58496250072	False
quotes quote type	0.0000000000	0.0	0.0	0.0	1.58496250072	False
type must match	0.0000000000	0.0	0.0	0.0	1.58496250072	False
match ! june	0.0000000000	0.0	0.0	0.0	1.58496250072	False
string operations strings	0.0000000000	0.0	0.0	0.0	1.58496250072	False
added we call	0.0000000000	0.0	0.0	0.0	0.0	False
call this concatenation	0.0000000000	0.0	0.0	0.0	1.58496250072	False
concatenation “ str	0.0000000000	0.0	0.0	0.0	1.58496250072	False
ing ” results	0.0000000000	0.0	0.0	0.0	1.58496250072	False
multiply a string	0.0000000000	0.0	0.0	0.0	1.58496250072	False
multiplication operator functions	0.0000000000	0.0	0.0	0.0	1.58496250072	False
strings using relational	0.0000000000	0.0	0.0	0.0	1.58496250072	False
operators can check	0.0000000000	0.0	0.0	0.0	1.58496250072	False
check if substrings	0.0000000000	0.0	0.0	0.0	1.58496250072	False
strings that span	0.0000000000	0.0	0.0	0.0	1.58496250072	False
span multiple lines	0.0000000000	0.0	0.0	0.0	1.58496250072	False
made using 	0.0000000000	0.0	0.0	0.0	1.0	False
escape characters denoted	0.0000000000	0.0	0.0	0.0	1.58496250072	False
tab aside len	0.0000000000	0.0	0.0	0.0	1.58496250072	False
return an int	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of characters	0.0000000000	0.0	0.0	0.0	1.58496250072	False
types to strings	0.0000000000	0.0	0.0	0.0	1.58496250072	False
print will display	0.0000000000	0.0	0.0	0.0	1.58496250072	False
display the variable	0.0000000000	0.0	0.0	0.0	1.58496250072	False
display mixed types	0.0000000000	0.0	0.0	0.0	1.58496250072	False
print “ string	0.0000000000	0.0	0.0	0.0	1.58496250072	False
print “ person	0.0000000000	0.0	0.0	5.99798657718	4.75488750216	False
python to insert	0.0000000000	0.0	0.0	0.0	1.58496250072	False
insert a type	0.0000000000	0.0	0.0	0.0	1.58496250072	False
value and format	0.0000000000	0.0	0.0	0.0	3.16992500144	False
float % .2f	0.0000000000	0.0	0.0	0.0	1.58496250072	False
pad the float	0.0000000000	0.0	0.0	0.0	1.58496250072	False
decimal places june	0.0000000000	0.0	0.0	0.0	1.58496250072	False
weight we put	0.0000000000	0.0	0.0	0.0	1.58496250072	False
separated by commas	0.0000000000	0.0	0.0	0.0	1.58496250072	False
input using raw_input	0.0000000000	0.0	0.0	0.0	1.58496250072	False
returns a string	0.0000000000	0.0	0.0	0.0	1.58496250072	False
people s code	0.0000000000	0.0	0.0	0.0	0.0	False
code or make	0.0000000000	0.0	0.0	0.0	1.58496250072	False
bundle up related	0.0000000000	0.0	0.0	0.0	1.58496250072	False
group of related	0.0000000000	0.0	0.0	0.0	1.58496250072	False
functions and variables	0.0000000000	0.0	0.0	0.0	1.58496250072	False
import it importing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
importing a module	0.0000000000	0.0	0.0	0.0	1.58496250072	False
module causes python	0.0000000000	0.0	0.0	0.0	1.58496250072	False
python to run	0.0000000000	0.0	0.0	0.0	1.58496250072	False
run each line	0.0000000000	0.0	0.0	0.0	1.58496250072	False
line of code	0.0000000000	0.0	0.0	0.0	3.16992500144	False
run a module	0.0000000000	0.0	0.0	0.0	3.16992500144	False
__name__ in addition	0.0000000000	0.0	0.0	0.0	1.58496250072	False
addition to variables	0.0000000000	0.0	0.0	0.0	1.58496250072	False
import a module	0.0000000000	0.0	0.0	0.0	1.58496250072	False
module called module_m	0.0000000000	0.0	0.0	0.0	1.58496250072	False
__main__ ” recall	0.0000000000	0.0	0.0	0.0	1.58496250072	False
running a module	0.0000000000	0.0	0.0	0.0	1.58496250072	False
things from module_name	0.0000000000	0.0	0.0	0.0	1.58496250072	False
module_name import fn_name1	0.0000000000	0.0	0.0	0.0	1.58496250072	False
fn_name1 and fn_name	0.0000000000	0.0	0.0	0.0	1.58496250072	False
wildcard to import	0.0000000000	0.0	0.0	0.0	1.58496250072	False
functions from module_name	0.0000000000	0.0	0.0	0.0	1.58496250072	False
recent one stays	0.0000000000	0.0	0.0	0.0	1.58496250072	False
methods we ve	0.0000000000	0.0	0.0	0.0	0.0	False
functions a similar	0.0000000000	0.0	0.0	0.0	1.58496250072	False
thing is true	0.0000000000	0.0	0.0	0.0	1.58496250072	False
true of values	0.0000000000	0.0	0.0	0.0	1.58496250072	False
values contain ways	0.0000000000	0.0	0.0	0.0	1.58496250072	False
call these methods	0.0000000000	0.0	0.0	0.0	1.58496250072	False
assigned a value	0.0000000000	0.0	0.0	0.0	1.58496250072	False
out what methods	0.0000000000	0.0	0.0	0.0	1.58496250072	False
methods a type	0.0000000000	0.0	0.0	0.0	1.58496250072	False
methods can find	0.0000000000	0.0	0.0	0.0	1.58496250072	False
return the number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of instances	0.0000000000	0.0	0.0	1.99798657718	4.75488750216	False
instances of substr	0.0000000000	0.0	0.0	0.0	1.58496250072	False
shift to lower	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lower case letters	0.0000000000	0.0	0.0	0.0	1.58496250072	False
case letters string.upper	0.0000000000	0.0	0.0	0.0	1.58496250072	False
shift to capitalised	0.0000000000	0.0	0.0	0.0	1.58496250072	False
capitalised letters june	0.0000000000	0.0	0.0	0.0	1.58496250072	False
information most direct	0.0000000000	0.0	0.0	0.0	1.58496250072	False
exist an alternative	0.0000000000	0.0	0.0	0.0	1.58496250072	False
check the standard	0.0000000000	0.0	0.0	0.0	1.58496250072	False
remember ! functions	0.0000000000	0.0	0.0	0.0	1.58496250072	False
belong to modules	0.0000000000	0.0	0.0	0.0	1.58496250072	False
modules methods belong	0.0000000000	0.0	0.0	0.0	1.58496250072	False
belong to objects	0.0000000000	0.0	0.0	0.0	1.58496250072	False
types in python	0.0000000000	0.0	0.0	0.0	1.58496250072	False
python are objects	0.0000000000	0.0	0.0	0.0	1.58496250072	False
covered in greater	0.0000000000	0.0	0.0	0.0	1.58496250072	False
subtle but important	0.0000000000	0.0	0.0	0.0	1.58496250072	False
important distinction june	0.0000000000	0.0	0.0	0.0	1.58496250072	False
repetition often times	0.0000000000	0.0	0.0	0.0	1.58496250072	False
times in programs	0.0000000000	0.0	0.0	0.0	1.58496250072	False
add a number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
reaches some number	0.0000000000	0.0	0.0	0.0	1.58496250072	False
execute a block	0.0000000000	0.0	0.0	0.0	1.58496250072	False
block of code	0.0000000000	0.0	0.0	0.0	1.58496250072	False
condition is true	0.0000000000	0.0	0.0	0.0	3.16992500144	False
statement this lead	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lead to unreadable	0.0000000000	0.0	0.0	0.0	1.58496250072	False
spaghetti  code	0.0000000000	0.0	0.0	0.0	0.0	False
goto statement june	0.0000000000	0.0	0.0	0.0	1.58496250072	False
loop instead python	0.0000000000	0.0	0.0	0.0	1.58496250072	False
python uses loops	0.0000000000	0.0	0.0	0.0	1.58496250072	False
loop next week	0.0000000000	0.0	0.0	0.0	1.58496250072	False
condition is checked	0.0000000000	0.0	0.0	0.0	1.58496250072	False
block is skipped	0.0000000000	0.0	0.0	0.0	1.58496250072	False
code is executed	0.0000000000	0.0	0.0	0.0	1.58496250072	False
loops while loops	0.0000000000	0.0	0.0	0.0	1.58496250072	False
repeat an action	0.0000000000	0.0	0.0	2.99798657718	4.75488750216	False
condition is met	0.0000000000	0.0	0.0	0.0	1.58496250072	False
action a fixed	0.0000000000	0.0	0.0	0.0	1.58496250072	False
number of times	0.0000000000	0.0	0.0	0.0	1.58496250072	False
assignment questions csc	0.0000000000	0.0	0.0	0.0	1.58496250072	False
questions csc 108h	0.0000000000	0.0	0.0	0.0	3.16992500144	False
out we ve	0.0000000000	0.0	0.0	0.0	0.0	False
working on grading	0.0000000000	0.0	0.0	0.0	1.58496250072	False
testing is key	0.0000000000	0.0	0.0	0.0	1.58496250072	False
key to developing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
developing good software	0.0000000000	0.0	0.0	0.0	1.58496250072	False
good software tests	0.0000000000	0.0	0.0	0.0	1.58496250072	False
easy to access	0.0000000000	0.0	0.0	0.0	1.58496250072	False
easy to reuse	0.0000000000	0.0	0.0	0.0	1.58496250072	False
test it based	0.0000000000	0.0	0.0	0.0	1.58496250072	False
writing this means	0.0000000000	0.0	0.0	0.0	1.58496250072	False
testing two main	0.0000000000	0.0	0.0	0.0	1.58496250072	False
two main aspects	0.0000000000	0.0	0.0	0.0	1.58496250072	False
aspects of testing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
test the tools	0.0000000000	0.0	0.0	0.0	1.58496250072	False
tests this first	0.0000000000	0.0	0.0	0.0	1.58496250072	False
largely language independent	0.0000000000	0.0	0.0	0.0	1.58496250072	False
types of input	0.0000000000	0.0	0.0	0.0	1.58496250072	False
languages have built-in	0.0000000000	0.0	0.0	0.0	1.58496250072	False
test all inputs	0.0000000000	0.0	0.0	0.0	1.58496250072	False
choose a subset	0.0000000000	0.0	0.0	0.0	1.58496250072	False
suspect programmer error	0.0000000000	0.0	0.0	0.0	1.58496250072	False
test boundary conditions	0.0000000000	0.0	0.0	0.0	0.0	False
picking test cases	0.0000000000	0.0	0.0	0.0	1.58496250072	False
break a program	0.0000000000	0.0	0.0	0.0	1.58496250072	False
specifies some kind	0.0000000000	0.0	0.0	0.0	1.58496250072	False
kind of input	0.0000000000	0.0	0.0	0.0	1.58496250072	False
choose as bad	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lots of test	0.0000000000	0.0	0.0	0.0	1.58496250072	False
build on eachother	0.0000000000	0.0	0.0	0.0	1.58496250072	False
great idea note	0.0000000000	0.0	0.0	0.0	1.58496250072	False
cases that test	0.0000000000	0.0	0.0	0.0	1.58496250072	False
functions that build	0.0000000000	0.0	0.0	0.0	1.58496250072	False
ideally one tests	0.0000000000	0.0	0.0	0.0	1.58496250072	False
tests each function	0.0000000000	0.0	0.0	0.0	1.58496250072	False
test the larger	0.0000000000	0.0	0.0	0.0	1.58496250072	False
functions that call	0.0000000000	0.0	0.0	0.0	1.58496250072	False
call the smaller	0.0000000000	0.0	0.0	0.0	1.58496250072	False
test a function	0.0000000000	0.0	0.0	0.0	1.58496250072	False
right after writing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
easiest to fix	0.0000000000	0.0	0.0	0.0	1.58496250072	False
write any code	0.0000000000	0.0	0.0	0.0	1.58496250072	False
code this means	0.0000000000	0.0	0.0	0.0	3.16992500144	False
write the code	0.0000000000	0.0	0.0	0.0	1.58496250072	False
write the tests	0.0000000000	0.0	0.0	0.0	1.58496250072	False
test professional coders	0.0000000000	0.0	0.0	0.0	1.58496250072	False
coders often write	0.0000000000	0.0	0.0	0.0	1.58496250072	False
write test cases	0.0000000000	0.0	0.0	0.0	1.58496250072	False
cases before writing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
writing code thinking	0.0000000000	0.0	0.0	0.0	1.58496250072	False
thinking about tests	0.0000000000	0.0	0.0	0.0	1.58496250072	False
cases while designing	0.0000000000	0.0	0.0	0.0	1.58496250072	False
inform your design	0.0000000000	0.0	0.0	0.0	1.58496250072	False
summary want individual	0.0000000000	0.0	0.0	0.0	3.16992500144	False
individual unit tests	0.0000000000	0.0	0.0	0.0	3.16992500144	False
independent of eachother	0.0000000000	0.0	0.0	0.0	3.16992500144	False
tests before writing	0.0000000000	0.0	0.0	0.0	3.16992500144	False
writing code makes	0.0000000000	0.0	0.0	0.0	3.16992500144	False
testing in python	0.0000000000	0.0	0.0	0.0	1.58496250072	False
lot of constraints	0.0000000000	0.0	0.0	0.0	1.58496250072	False
